INSURANCE TYPE,VEHICLE TYPE,VEHICLE USE,VEHICLE MAKE,VEHICLE MODEL,VEHICLE MAKE YEAR,SUM INSURED,POLICY PREMIUM
Comprehensive,Lorry,Private,Tata ,Xenon ,2016,3500000.00,60316.11
Comprehensive,Lorry,Private,Toyota ,Liteace ,1997,2500000.00,44190.37
Comprehensive,Lorry,Private,Isuzu ,Forward ,2000,6900000.00,115143.60
Comprehensive,Lorry,Private,Isuzu ,Elf ,2015,7800000.00,129656.76
Comprehensive,Lorry,Private,Suzuki ,Carry ,2011,3695000.00,63460.62
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2016,1850000.00,33708.65
Comprehensive,Lorry,Private,Isuzu ,Forward ,1995,3500000.00,60316.11
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,1550000.00,28870.93
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1998,3200000.00,55478.39
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1999,1550000.00,28870.93
Comprehensive,Lorry,Private,Foton ,Auman ,2010,850000.00,17582.91
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2011,895000.00,18308.57
Comprehensive,Lorry,Private,Isuzu ,250,1974,1075000.00,21211.20
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2016,9000000.00,149007.63
Comprehensive,Lorry,Private,Nissan ,Atlas ,1999,1050000.00,20808.06
Comprehensive,Lorry,Private,Isuzu ,Elf ,1991,2300000.00,40965.23
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,1150000.00,22420.63
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,3100000.00,53865.81
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3550000.00,61122.39
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,5450000.00,91761.28
Comprehensive,Lorry,Private,Isuzu ,350,1998,5375000.00,90551.85
Comprehensive,Lorry,Private,Tata ,207,2004,1025000.00,20404.92
Comprehensive,Lorry,Private,Tata ,Ace,2011,1350000.00,25645.78
Comprehensive,Lorry,Private,Isuzu ,350,2000,4400000.00,74829.27
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,4850000.00,82085.84
Comprehensive,Lorry,Private,Toyota ,Dyna ,2001,4250000.00,72410.41
Comprehensive,Lorry,Private,Tata ,Ace ,2014,2600000.00,45802.95
Comprehensive,Lorry,Private,Mitsubishi ,Fuso ,2018,8650000.00,143363.63
Comprehensive,Lorry,Private,Mitsubishi ,Delica ,1999,2100000.00,37740.08
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,3650000.00,62734.97
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1080000.00,21291.83
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,1995,1800000.00,32902.36
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,1680000.00,30967.27
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2015,5200000.00,87729.85
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2014,1700000.00,31289.79
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,2012,6950000.00,115949.88
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2009,7000000.00,116756.17
Comprehensive,Lorry,Private,Hino ,Dutro ,2015,7500000.00,124819.04
Comprehensive,Lorry,Private,Toyota ,Dyna ,2007,6400000.00,107080.73
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2013,3250000.00,56284.67
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2015,3450000.00,59509.82
Comprehensive,Lorry,Private,Toyota ,Dyna ,1993,500000.00,11938.91
Comprehensive,Lorry,Private,Foton ,FL 2400,2013,1250000.00,24033.21
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,9500000.00,157070.50
Comprehensive,Lorry,Private,Nissan ,Atlas ,1999,2800000.00,49028.09
Comprehensive,Lorry,Private,Isuzu ,Elf ,2010,5850000.00,98211.58
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2013,1200000.00,23226.92
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2022,4450000.00,75635.55
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2450000.00,43384.09
Comprehensive,Lorry,Private,Mazda ,Bongo ,1999,2190000.00,39191.40
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1050000.00,20808.06
Comprehensive,Lorry,Private,Nissan ,Atlas ,1996,4000000.00,68378.97
Comprehensive,Lorry,Private,Isuzu ,250,2000,4850000.00,82085.84
Comprehensive,Lorry,Private,Hino ,Dutro ,2011,7950000.00,132075.62
Comprehensive,Lorry,Private,Isuzu ,350,2011,11575000.00,190531.40
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1989,2500000.00,44190.37
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1280000.00,24516.98
Comprehensive,Lorry,Private,Ashok Leyland,Taurus ,2016,9800000.00,161908.22
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,980000.00,19679.26
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2013,1195000.00,23146.29
Comprehensive,Lorry,Private,Isuzu ,Elf ,2007,5200000.00,87729.85
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2003,1816890.00,33174.72
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,2000000.00,36127.51
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,7200000.00,119981.32
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2009,920000.00,18711.72
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2011,1045000.00,20727.43
Comprehensive,Lorry,Private,Suzuki ,Carry ,2011,3515000.00,60557.99
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,4700000.00,79666.99
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1250000.00,24033.21
Comprehensive,Lorry,Private,Tata ,Ace ,2010,1265000.00,24275.09
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2012,1200000.00,23226.92
Comprehensive,Lorry,Private,Isuzu ,350,1982,1450000.00,27258.35
Comprehensive,Lorry,Private,Suzuki ,Carry ,2019,5000000.00,84504.70
Comprehensive,Lorry,Private,Isuzu ,Elf ,2010,6700000.00,111918.45
Comprehensive,Lorry,Private,Tata ,Ace ,2010,2000000.00,36127.51
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2012,1490000.00,27903.38
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2007,1850000.00,33708.65
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1993,3700000.00,63541.25
Comprehensive,Lorry,Private,Toyota ,Dyna ,1995,3050000.00,53059.53
Comprehensive,Lorry,Private,Nissan ,Atlas ,1998,3050000.00,53059.53
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2015,2350000.00,41771.51
Comprehensive,Lorry,Private,Mitsubishi ,Fuso ,2011,9950000.00,164327.08
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2014,1450000.00,27258.35
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2000,2700000.00,47415.52
Comprehensive,Lorry,Private,Isuzu ,Elf ,2004,6150000.00,103049.30
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2007,4000000.00,68378.97
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2022,4600000.00,78054.41
Comprehensive,Lorry,Private,Toyota ,Dyna ,1993,2825000.00,49431.24
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2003,1750000.00,32096.07
Comprehensive,Lorry,Private,Tata ,207,2006,1300000.00,24839.49
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1992,3550000.00,61122.39
Comprehensive,Lorry,Private,Mitsubishi ,Delica ,1996,1900000.00,34514.93
Comprehensive,Lorry,Private,Toyota ,Dyna ,2004,5350000.00,90148.71
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2015,820000.00,17099.14
Comprehensive,Lorry,Private,JAC ,HFC,2017,4200000.00,71604.12
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,1340000.00,25484.52
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2016,1550000.00,28870.93
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2015,450000.00,11132.62
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2002,4250000.00,72410.41
Comprehensive,Lorry,Private,Toyota ,Dyna ,1999,3590000.00,61767.42
Comprehensive,Lorry,Private,Micro ,Loader ,2015,1600000.00,29677.21
Comprehensive,Lorry,Private,Ashok Leyland,Ecomet ,2013,2590000.00,45641.69
Comprehensive,Lorry,Private,Isuzu ,Elf ,1998,2800000.00,49028.09
Comprehensive,Lorry,Private,Tata ,Yodha ,2018,3900000.00,66766.40
Comprehensive,Lorry,Private,Suzuki ,Carry ,2006,1900000.00,34514.93
Comprehensive,Lorry,Private,Isuzu ,Elf ,1995,3500000.00,60316.11
Comprehensive,Lorry,Private,Tata ,207,2007,715000.00,15405.94
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2400000.00,42577.80
Comprehensive,Lorry,Private,Foton ,Forland ,2009,1200000.00,23226.92
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1986,1800000.00,32902.36
Comprehensive,Lorry,Private,Isuzu ,Elf ,1995,4950000.00,83698.42
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2010,9250000.00,153039.07
Comprehensive,Lorry,Private,Isuzu ,Forward ,1985,3600000.00,61928.68
Comprehensive,Lorry,Private,Isuzu ,Elf ,2004,7200000.00,119981.32
Comprehensive,Lorry,Private,Toyota ,Townace ,2006,4600000.00,78054.41
Comprehensive,Lorry,Private,Foton ,Aumark ,2013,1250000.00,24033.21
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,4075000.00,69588.40
Comprehensive,Lorry,Private,Isuzu ,Elf ,1979,2150000.00,38546.37
Comprehensive,Lorry,Private,Tata ,Ultra ,2016,4000000.00,68378.97
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2013,1270000.00,24355.72
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2002,4200000.00,71604.12
Comprehensive,Lorry,Private,Isuzu ,350,2008,9800000.00,161908.22
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1980,1950000.00,35321.22
Comprehensive,Lorry,Private,Mazda ,Bongo ,2014,4700000.00,79666.99
Comprehensive,Lorry,Private,Tata ,Dipper ,2010,2500000.00,44190.37
Comprehensive,Lorry,Private,Toyota ,Dyna ,2000,3150000.00,54672.10
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2016,3050000.00,53059.53
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,4300000.00,73216.69
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1985,1540000.00,28709.67
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2660000.00,46770.49
Comprehensive,Lorry,Private,Nissan ,Atlas ,1994,1200000.00,23226.92
Comprehensive,Lorry,Private,Isuzu ,Elf ,2011,9500000.00,157070.50
Comprehensive,Lorry,Private,Tata ,Ace ,2011,1350000.00,25645.78
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3600000.00,61928.68
Comprehensive,Lorry,Private,Micro ,Loader ,2013,1150000.00,22420.63
Comprehensive,Lorry,Private,Toyota ,Townace ,2015,4500000.00,76441.84
Comprehensive,Lorry,Private,Changan ,Toyace ,2006,1150000.00,22420.63
Comprehensive,Lorry,Private,Mazda ,Titan ,1994,2250000.00,40158.94
Comprehensive,Lorry,Private,Nissan ,Atlas ,1991,1450000.00,27258.35
Comprehensive,Lorry,Private,Isuzu ,350,1995,2400000.00,42577.80
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,3895000.00,66685.77
Comprehensive,Lorry,Private,Isuzu ,Juston ,1996,7950000.00,132075.62
Comprehensive,Lorry,Private,Toyota ,Dyna ,2002,4200000.00,71604.12
Comprehensive,Lorry,Private,Foton ,Forland ,2012,1000000.00,20001.77
Comprehensive,Lorry,Private,Tata ,Dimo Batti,2015,750000.00,15970.34
Comprehensive,Lorry,Private,Hyundai ,HD65 ,2001,3370000.00,58219.76
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,2700000.00,47415.52
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,6200000.00,103855.58
Comprehensive,Lorry,Private,Toyota ,Land Cruiser,2014,9500000.00,157070.50
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,1999,1500000.00,28064.64
Comprehensive,Lorry,Private,Tata ,LPT ,2017,3925000.00,67169.54
Comprehensive,Lorry,Private,Toyota ,Hiace ,1980,1090000.00,21453.09
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2007,2300000.00,40965.23
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1993,925000.00,18792.34
Comprehensive,Lorry,Private,Isuzu ,250,1990,3300000.00,57090.96
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,2017,5700000.00,95792.72
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2017,3500000.00,60316.11
Comprehensive,Lorry,Private,Suzuki ,Carry ,2009,2750000.00,48221.81
Comprehensive,Lorry,Private,Isuzu ,Freezer Truck,2012,9750000.00,161101.93
Comprehensive,Lorry,Private,Nissan ,Cabstar ,2007,5950000.00,99824.15
Comprehensive,Lorry,Private,Toyota ,Tipper ,2002,7750000.00,128850.47
Comprehensive,Lorry,Private,Tata ,Xenon ,2014,2400000.00,42577.80
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2018,3650000.00,62734.97
Comprehensive,Lorry,Private,Toyota ,Dyna ,1994,1350000.00,25645.78
Comprehensive,Lorry,Private,Ashok Leyland,Tusker ,2005,3550000.00,61122.39
Comprehensive,Lorry,Private,Isuzu ,250,1993,3050000.00,53059.53
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1994,3700000.00,63541.25
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1991,2550000.00,44996.66
Comprehensive,Lorry,Private,Isuzu ,Elf ,1983,1435000.00,27016.47
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1630000.00,30160.99
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,1375000.00,26048.92
Comprehensive,Lorry,Private,Ashok Leyland,Dost ,2015,1400000.00,26452.07
Comprehensive,Lorry,Private,Isuzu ,Elf ,2005,5200000.00,87729.85
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1999,5500000.00,92567.57
Comprehensive,Lorry,Private,Hino ,MTB ,2000,2700000.00,47415.52
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,1025000.00,20404.92
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1800000.00,32902.36
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2011,1050000.00,20808.06
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1998,3000000.00,52253.24
Comprehensive,Lorry,Private,Suzuki ,Carry ,2014,3950000.00,67572.69
Comprehensive,Lorry,Private,Nissan ,Atlas ,2011,6050000.00,101436.72
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,1984,1500000.00,28064.64
Comprehensive,Lorry,Private,Nissan ,Condor ,1994,3000000.00,52253.24
Comprehensive,Lorry,Private,Isuzu ,Elf ,2013,6800000.00,113531.02
Comprehensive,Lorry,Private,Isuzu ,Juston ,2000,6250000.00,104661.87
Comprehensive,Lorry,Private,Toyota ,Dyna ,2013,7800000.00,129656.76
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2013,1450000.00,27258.35
Comprehensive,Lorry,Private,Isuzu ,Elf ,1999,3750000.00,64347.54
Comprehensive,Lorry,Private,Mahindra ,Jeeto ,2016,1250000.00,24033.21
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2012,1325000.00,25242.64
Comprehensive,Lorry,Private,Tata ,Dimo Batta,2016,2000000.00,36127.51
Comprehensive,Lorry,Private,Toyota ,Townace ,1980,1250000.00,24033.21
Comprehensive,Lorry,Private,Kia ,Frontier ,2001,1525000.00,28467.78
Comprehensive,Lorry,Private,Mitsubishi ,Mini Truck,2016,4300000.00,73216.69
Comprehensive,Lorry,Private,Toyota ,Dyna ,2005,3800000.00,65153.83
Comprehensive,Lorry,Private,Mazda ,Bongo ,1999,2450000.00,43384.09
Comprehensive,Lorry,Private,Isuzu ,Elf ,2000,3250000.00,56284.67
Comprehensive,Lorry,Private,Mitsubishi ,Mini Cab,2002,2000000.00,36127.51
Comprehensive,Lorry,Private,Tata ,207,1995,1000000.00,20001.77
Comprehensive,Lorry,Private,Tata ,LPT ,2010,2690000.00,47254.26
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2002,1650000.00,30483.50
Comprehensive,Lorry,Private,Chana ,Changan ,2007,700000.00,15164.06
Comprehensive,Lorry,Private,Dfsk ,Unimo ,2013,1020000.00,20324.29
Comprehensive,Lorry,Private,Isuzu ,Elf ,2016,8500000.00,140944.77
Comprehensive,Lorry,Private,Foton ,Aumark ,2013,675000.00,14760.91
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2003,6500000.00,108693.30
Comprehensive,Lorry,Private,Isuzu ,Elf ,1992,2800000.00,49028.09
Comprehensive,Lorry,Private,Tata ,LPT ,2015,8800000.00,145782.49
Comprehensive,Lorry,Private,Isuzu ,Elf ,1982,2850000.00,49834.38
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2015,1750000.00,32096.07
Comprehensive,Lorry,Private,Isuzu ,350,1991,3000000.00,52253.24
Comprehensive,Lorry,Private,Nissan ,Atlas ,2003,2950000.00,51446.95
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2013,1425000.00,26855.21
Comprehensive,Lorry,Private,Foton ,Forland ,2012,950000.00,19195.49
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2016,3850000.00,65960.11
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2013,2375000.00,42174.66
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2014,1875000.00,34111.79
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2006,750000.00,15970.34
Comprehensive,Lorry,Private,Ashok Leyland,Comet ,1991,950000.00,19195.49
Comprehensive,Lorry,Private,Tata ,207,2015,2350000.00,41771.51
Comprehensive,Lorry,Private,Tata ,1516,2010,2050000.00,36933.79
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2014,1470000.00,27580.87
Comprehensive,Lorry,Private,Tata ,Dimo Lokka,2016,2775000.00,48624.95
Comprehensive,Lorry,Private,Toyota ,Townace ,2000,3200000.00,55478.39
Comprehensive,Lorry,Private,Daihatsu ,Hijet ,2015,580000.00,13228.97
Comprehensive,Lorry,Private,Nissan ,Vanette ,2000,3500000.00,60316.11
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2007,4500000.00,76441.84
Comprehensive,Lorry,Private,Toyota ,Dyna ,1996,6000000.00,100630.44
Comprehensive,Lorry,Private,Foton ,Lorry ,2012,1375000.00,26048.92
Comprehensive,Lorry,Private,Mahindra ,Bolero ,2018,3900000.00,66766.40
Comprehensive,Lorry,Private,Tata ,1210,1992,675000.00,14760.91
Comprehensive,Lorry,Private,Tata ,Dimo Batta ,2012,1575000.00,29274.07
Comprehensive,Lorry,Private,Nissan ,Vanette ,1997,2550000.00,44996.66
Comprehensive,Lorry,Private,Mitsubishi ,Canter ,2005,6500000.00,108693.30
Comprehensive,Lorry,Private,Mahindra ,Maxximo ,2016,1775000.00,32499.22
Comprehensive,Lorry,Private,Toyota ,Townace ,2003,2500000.00,44190.37
Comprehensive,Lorry,Private,Tata ,Ace ,2016,2650000.00,46609.23
Third Party,Car,Private,Toyota,Prius,2011,6495000.00,3500.00
Third Party,Bike,Private,Honda,CBR,2004,1050000.00,1200.00
Third Party,Car,Private,Nissan,Sunny,1999,2450000.00,3500.00
Third Party,Car,Private,Ford,Ranger XLT,2018,24000000.00,3500.00
Third Party,Lorry,Private,Tata,Dimo Batta,2013,1800000.00,4650.00
Third Party,Three wheeler,Private,Bajaj,RE 2014,2014,1165000.00,2160.00
Third Party,Three wheeler,Private,Bajaj,RE 4 stroke,2012,1050000.00,2160.00
Third Party,Bike,Private,Hero,Karizma,2016,550000.00,1200.00
Third Party,Car,Private,Honda,Fit,2012,7150000.00,3500.00
Third Party,Car,Private,Honda,CRV,2018,24000000.00,3500.00
Third Party,Bike,Private,Honda,Dio,2012,345000.00,1200.00
Third Party,Car,Private,Toyota,Aqua,2014,7775000.00,3500.00
Third Party,Bike,Private,Yamaha,R15,2019,1280000.00,1200.00
Third Party,Bike,Private,Bajaj,Platina,2007,215000.00,1200.00
Third Party,Car,Private,Toyota,CHR,2018,15975000.00,3500.00
Third Party,Car,Private,Honda,Grace,2017,11700000.00,3500.00
Third Party,Car,Private,Jaguar,S-Type,2007,8800000.00,3500.00
Third Party,Lorry,Private,Toyota,Townace,1996,4590000.00,4650.00
Third Party,Car,Private,Suzuki,Wagon R,2018,5990000.00,3500.00
Third Party,Car,Private,Toyota,Corolla 110,1997,3775000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2011,11600000.00,3500.00
Third Party,Car,Private,Suzuki,Alto Sport,2007,2265000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2019,16990000.00,3500.00
Third Party,Car,Private,Honda,Vezel RS,2018,15700000.00,3500.00
Third Party,Car,Private,Honda,CRV,2015,19000000.00,3500.00
Third Party,Car,Private,BMW,X1,2018,22500000.00,3500.00
Third Party,Car,Private,Mitsubishi,Montero,2001,11950000.00,3500.00
Third Party,Car,Private,BMW,420i COUPE SPORT,2017,37500000.00,3500.00
Third Party,Car,Private,suzuki,Alto,2017,5425000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2010,34800000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1984,850000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2003,14500000.00,3500.00
Third Party,Car,Private,Toyota,Allion,2014,12875000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C200,2019,31000000.00,3500.00
Third Party,Car,Private,Mitsubishi,Lancer,1980,650000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2015,2800000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7950000.00,3500.00
Third Party,Car,Private,Mitsubishi,Outlander,2014,14000000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2017,15200000.00,3500.00
Third Party,Car,Private,Toyota,Premio,2013,13200000.00,3500.00
Third Party,Car,Private,Ford,Ranger,2016,29500000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2012,8900000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2015,11250000.00,3500.00
Third Party,Three wheeler,Private,Bajaj,RE,2008,750000.00,2160.00
Third Party,Car,Private,Toyota,Premio,2017,17900000.00,3500.00
Third Party,Car,Private,Audi,A4,2011,11750000.00,3500.00
Third Party,Car,Private,Honda,Civic,2017,14400000.00,3500.00
Third Party,Car,Private,Toyota,Voxy,2014,19400000.00,3500.00
Third Party,Car,Private,Peugeot,508,2011,13500000.00,3500.00
Third Party,Car,Private,Bajaj,Pulsar 180,2016,180000.00,3500.00
Third Party,Car,Private,Suzuki,Swift,2003,4150000.00,3500.00
Third Party,Car,Private,BMW,520d,2012,20875000.00,3500.00
Third Party,Car,Private,Mini,Cooper,2015,18775000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Prado,2016,56500000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C180,2016,21250000.00,3500.00
Third Party,Car,Private,Honda,Fit Shuttle,2014,9690000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C200,2018,33590000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,1994,1990000.00,3500.00
Third Party,Car,Private,Audi,Q2,2018,17650000.00,3500.00
Third Party,Car,Private,Renault,KWID,2016,3050000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2014,7690000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2013,9750000.00,3500.00
Third Party,Car,Private,Mitsubishi,Lancer,2008,7690000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,2005,4200000.00,3500.00
Third Party,Car,Private,Micro,Panda,2016,2750000.00,3500.00
Third Party,Car,Private,Toyota,Vitz,2017,8490000.00,3500.00
Third Party,Car,Private,Toyota,Aqua,2013,7790000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2017,6900000.00,3500.00
Third Party,Car,Private,Suzuki,Wagon R Stingray,2017,6925000.00,3500.00
Third Party,Car,Private,Mercedes Benz,C200,2017,28500000.00,3500.00
Third Party,Car,Private,Mercedes Benz,CLA 200,2019,32950000.00,3500.00
Third Party,Car,Private,Audi,Q3,2017,17950000.00,3500.00
Third Party,Car,Private,Datsun,Redi Go,2016,2650000.00,3500.00
Third Party,Car,Private,DFSK,Glory,2019,9350000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1997,3675000.00,3500.00
Third Party,Car,Private,Toyota,Hilux,2017,27995000.00,3500.00
Third Party,Car,Private,Hyundai,Venue,2019,10900000.00,3500.00
Third Party,Car,Private,Kia,Sportage,2011,10725000.00,3500.00
Third Party,Car,Private,Honda,Grace,2015,11375000.00,3500.00
Third Party,Car,Private,Audi,A4,2011,11750000.00,3500.00
Third Party,Car,Private,Honda,Fit,2014,8500000.00,3500.00
Third Party,Car,Private,Jaguar,XF,2014,18500000.00,3500.00
Third Party,Car,Private,Toyota,CHR,2018,16500000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2016,13500000.00,3500.00
Third Party,Car,Private,BMW,318i,2017,21950000.00,3500.00
Third Party,Car,Private,Mitsubishi,Outlander,2013,14000000.00,3500.00
Third Party,Car,Private,Toyota,Avanza,2008,5950000.00,3500.00
Third Party,Car,Private,Toyota,Corona,1991,1875000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2014,10850000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2016,12200000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2013,25000000.00,3500.00
Third Party,Car,Private,Toyota,Passo,2020,8100000.00,3500.00
Third Party,Car,Private,Toyota,Land Cruiser Sahara,2018,128000000.00,3500.00
Third Party,Car,Private,Land Rover,Range Rover Velar,2019,64500000.00,3500.00
Third Party,Car,Private,MG,MG4 X,2024,19950000.00,3500.00
Third Party,Car,Private,BMW,X5,2016,37500000.00,3500.00
Third Party,Car,Private,Nissan,AD Wagon,1991,1790000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,1992,2090000.00,3500.00
Third Party,Car,Private,Nissan,Wingroad,2005,4275000.00,3500.00
Third Party,Car,Private,Toyota,Prius,2014,10925000.00,3500.00
Third Party,Car,Private,Toyota,Toyota,2013,7650000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2016,12250000.00,3500.00
Third Party,Car,Private,Toyota,Corolla,2006,6385000.00,3500.00
Third Party,Car,Private,Audi,Q2,2017,17750000.00,3500.00
Third Party,Car,Private,Toyota,Harrier,2017,31150000.00,3500.00
Third Party,Car,Private,Honda,Civic,2017,16000000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2016,12375000.00,3500.00
Third Party,Car,Private,Suzuki,Alto,2011,2690000.00,3500.00
Third Party,Car,Private,Tata,Nano,2017,2250000.00,3500.00
Third Party,Car,Private,Suzuki,Maruti,2012,1995000.00,3500.00
Third Party,Car,Private,Land Rover,Discovery,2010,32500000.00,3500.00
Third Party,Car,Private,Honda,Vezel,2014,9890000.00,3500.00
Third Party,Car,Private,Nissan,X-Trail,2004,5875000.00,3500.00
Third Party,Car,Private,Nissan,Sunny,1994,1990000.00,3500.00
Third Party,Car,Private,Mercedes Benz,E200,2010,14000000.00,3500.00
Third Party,Car,Private,Ssang Yong,Kyron,2008,5525000.00,3500.00
